,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1131,98.20429,0.40144,-99.58257,-1.26373,198.26828,-141.35986,Horses,0.22848,1.15052,8.49683,1.38347,True,441.23018
1132,98.48864,-1.13914,-96.40717,-1.24734,198.54729,-136.32893,Horses,-0.49168,1.91613,9.04594,2.80185,True,444.23962
1133,99.37385,-0.58787,-97.85773,-1.24175,199.43088,-135.90151,Beach,-0.16329,-0.40749,11.50842,-2.20842,True,447.94040
1134,100.33896,-0.38985,-99.28380,-1.24216,200.39829,-139.09173,Casahouse,-1.32657,-0.57384,11.53183,2.29845,True,452.05288
1135,100.04789,0.00650,-104.21877,-1.26443,200.11272,-142.55372,Casahouse,4.03405,2.25222,15.23705,-0.13377,True,448.13005
1136,101.42972,0.58007,-104.99807,-1.27672,201.49815,-148.01838,Mojodojo,0.71400,1.03656,13.35668,-1.78147,True,454.64955
1137,101.13925,0.28398,-95.03049,-1.26955,201.20498,-142.57075,Mojodojo,-0.95488,-0.12558,12.32608,1.80888,True,458.18099
1138,98.86811,-0.11730,-101.73427,-1.28712,198.93832,-143.28447,Horses,-0.86492,-0.62064,13.12812,-0.28830,True,443.47343
1139,98.74758,-0.33011,-98.55457,-1.27010,198.81285,-143.37149,Horses,0.99698,0.23180,8.42875,0.91180,True,444.46063
1140,98.65709,0.64306,-98.77534,-1.28778,198.72761,-142.21302,Horses,-0.23928,-0.06464,11.18765,-1.85349,True,443.89779
1141,98.75572,-0.29580,-96.70648,-1.27396,198.82170,-145.02946,Horses,-0.76216,-0.18273,11.18884,-3.75735,True,445.42538
1142,100.93763,-0.64764,-97.97185,-1.29371,201.00875,-147.67696,Casahouse,-0.83082,-2.65106,12.99247,0.43594,True,455.70224
1143,99.87514,0.54707,-96.15861,-1.26468,199.94030,-143.26736,Beach,-0.04575,0.98823,10.51288,2.90265,True,451.29640
1144,100.77797,-0.25296,-101.75761,-1.23939,200.83663,-136.26616,Casahouse,-1.00643,-0.13017,11.83360,2.09292,True,453.01103
1145,99.16102,0.10617,-102.41911,-1.26943,199.22644,-145.01439,Beach,-1.52425,-1.20848,11.19284,-1.98018,True,444.59555
1146,100.47007,0.20048,-107.50258,-1.24407,200.52777,-139.25255,Casahouse,-1.57904,-1.47814,11.44776,-1.97570,True,448.59908
1147,99.60660,-0.61429,-98.70658,-1.27473,199.67408,-148.16376,Beach,0.12258,0.08065,9.77720,1.70801,True,448.67971
1148,99.28820,-0.49990,-96.41276,-1.23712,199.34417,-135.67404,Beach,1.01474,0.37816,12.09203,-0.87490,True,448.23462
1149,100.00064,-0.21070,-104.49532,-1.26024,200.06378,-140.78779,Beach,-1.87901,0.58784,11.55187,-0.23362,True,447.75553
1150,100.83381,-0.29030,-104.81796,-1.24276,200.89108,-138.48962,Casahouse,-2.58899,1.24813,9.86697,-1.51335,True,451.76009
1151,99.65625,-0.68679,-88.45762,-1.24691,199.71484,-138.24316,Beach,1.65058,0.87971,10.84921,-2.61766,True,454.05244
1152,99.01160,-0.49248,-95.25404,-1.25832,199.07336,-141.00929,Beach,0.98216,-0.24623,10.20911,-1.20761,True,447.43096
1153,101.07029,-0.39391,-99.80530,-1.28426,201.13805,-149.04992,Mojodojo,1.11756,1.05910,14.11021,-2.56852,True,455.44881
1154,99.18667,-1.13349,-99.12095,-1.25915,199.24992,-141.30056,Beach,1.08640,-0.20269,11.18981,1.13908,True,446.37285
1155,99.38929,0.03841,-100.52633,-1.27871,199.45654,-141.54331,Beach,1.56741,-0.92453,9.25124,-1.85928,True,446.68327
1156,101.10172,0.50291,-96.44675,-1.29149,201.17233,-148.14614,Mojodojo,-2.04246,1.33924,11.21213,-2.28348,True,457.28523
1157,101.21311,-0.77652,-99.64856,-1.24985,201.27272,-141.78993,Mojodojo,-2.23223,-0.02081,10.24006,-1.38612,True,456.24125
1158,99.97861,0.19892,-97.96253,-1.24356,200.03629,-139.72603,Beach,0.46204,-1.27324,13.04307,-1.16419,True,450.91179
1159,99.57467,-1.21204,-98.32537,-1.25810,199.63827,-141.94343,Beach,1.49356,-0.28920,11.39044,0.54167,True,448.71065
1160,100.45946,-0.37859,-106.13131,-1.25728,200.52114,-139.27187,Casahouse,-0.04307,-1.64684,11.69118,-1.65320,True,449.23163
1161,100.85296,0.98497,-104.68050,-1.25161,200.91473,-139.37259,Casahouse,-0.10161,0.13361,9.98840,3.02519,True,451.92454
1162,99.91631,0.38268,-102.37293,-1.28148,199.98453,-146.09650,Beach,-1.61485,0.08582,11.50070,-0.02168,True,448.39510
1163,99.07451,-0.65871,-100.25876,-1.23948,199.13113,-137.07677,Beach,0.78790,-1.99977,9.89341,-0.36003,True,445.24317
1164,99.24318,0.18299,-99.28510,-1.29454,199.31437,-145.60615,Beach,-2.63800,-0.80451,12.24744,1.16241,True,446.57333
1165,101.53539,-0.97803,-101.70151,-1.30195,201.61059,-154.08459,Mojodojo,-0.37597,-0.57105,11.86380,-3.39153,True,456.82620
1166,101.76640,0.60620,-104.34682,-1.29999,201.84022,-154.74923,Mojodojo,-0.09837,1.15426,9.40134,-0.21183,True,456.65861
1167,99.55820,0.37366,-94.77636,-1.26935,199.62404,-143.62284,Beach,-0.05744,1.54182,9.63326,-1.70589,True,450.40282
1168,101.33410,0.66059,-103.83772,-1.31146,201.41084,-155.01925,Mojodojo,-0.82406,-0.93453,11.14956,2.25302,True,454.75166
1169,102.24816,-0.48046,-100.77472,-1.28966,202.31824,-148.16413,Sublime,-1.50022,0.16166,12.35978,-4.12425,True,460.85345
1170,99.41079,-0.54145,-100.71367,-1.23984,199.46871,-139.01884,Beach,0.25114,0.24471,12.59436,3.81750,True,446.69714
1171,100.66452,-0.19420,-103.86855,-1.25782,200.72654,-143.91443,Casahouse,-1.55427,-0.42460,8.95812,-0.32741,True,451.38834
1172,99.94332,0.48280,-103.18811,-1.28416,200.01201,-147.34848,Beach,-0.95844,1.59538,9.87549,-0.82464,True,448.12255
1173,102.19847,0.27229,-100.55344,-1.30668,202.27460,-153.33719,Sublime,0.91888,0.77112,11.19638,3.26560,True,460.71562
1174,99.96686,-0.03588,-101.65987,-1.24325,200.02484,-140.41204,Beach,-1.35323,1.05119,10.75786,-4.04454,True,449.00436
1175,98.63672,-0.31879,-97.96916,-1.27134,198.70344,-142.82709,Horses,-1.68164,0.16348,12.03872,1.23431,True,444.19903
1176,101.08169,0.25481,-97.83700,-1.29030,201.15110,-148.78172,Mojodojo,0.86482,1.60958,13.60003,0.01314,True,456.48997
1177,100.43785,-0.21459,-98.98767,-1.29241,200.50802,-148.15394,Casahouse,-1.18342,-1.78791,14.24446,1.24134,True,452.69542
1178,100.69276,0.06348,-105.47677,-1.28812,200.76198,-148.90365,Casahouse,2.60531,2.42570,11.24367,-0.15653,True,450.72544
1179,101.34418,-0.08393,-101.67767,-1.25392,201.40631,-142.69696,Mojodojo,-0.58923,-2.11289,7.98666,0.92744,True,455.88205
1180,99.55132,-0.80053,-99.31372,-1.25352,199.61394,-138.70549,Beach,0.06033,-0.43319,10.95815,-4.53823,True,448.09972
1181,100.30420,0.50780,-96.84773,-1.27625,200.37077,-146.38389,Casahouse,-0.43484,-0.35959,10.08283,-0.81774,True,453.09711
1182,100.04934,-1.23609,-96.19727,-1.24069,200.10788,-141.62649,Casahouse,0.75627,-0.51143,12.44062,4.46610,True,452.14806
1183,99.78994,0.17108,-102.63757,-1.28483,199.85941,-145.79112,Beach,0.08925,2.18855,13.08694,-1.24364,True,447.63091
1184,99.63979,0.23003,-98.81657,-1.27459,199.70585,-142.22353,Beach,-0.50346,-2.22580,10.96129,-1.46314,True,448.79065
1185,99.14430,0.75592,-94.82656,-1.27574,199.21049,-141.60922,Beach,2.36051,0.47732,12.65915,-2.31086,True,448.30820
1186,99.80802,0.58045,-102.82116,-1.28354,199.87701,-146.66506,Beach,-1.30325,-0.57376,12.77769,2.06935,True,447.62953
1187,98.35705,0.53887,-99.43269,-1.23593,198.41294,-137.23422,Horses,1.13717,-2.09574,11.88668,-0.55583,True,442.06891
1188,101.89208,1.15450,-104.44963,-1.27808,201.95931,-148.72862,Mojodojo,-2.23271,1.22341,12.34830,-2.64975,True,457.23561
1189,101.33739,0.72045,-98.92738,-1.26542,201.40136,-145.79686,Mojodojo,2.93537,0.01753,10.53464,-2.01736,True,457.22325
1190,98.61381,0.33115,-99.10952,-1.29038,198.68508,-145.47213,Horses,-0.27750,0.08784,10.50407,1.85341,True,443.51428
1191,99.76287,-1.14793,-97.54000,-1.27817,199.83054,-143.64942,Beach,1.32644,0.74580,13.43588,-0.33217,True,450.04434
1192,100.76100,0.08386,-94.69693,-1.26751,200.82539,-144.41032,Casahouse,-0.52407,-0.10108,11.36531,-1.80628,True,456.45652
1193,100.83842,-0.46720,-99.34564,-1.22541,200.89281,-137.70220,Casahouse,0.30121,-0.46345,11.60945,1.53488,True,454.51925
1194,99.24987,-0.71802,-102.15615,-1.25070,199.31186,-137.42885,Beach,0.31751,0.86803,10.76562,1.08353,True,445.17127
1195,99.49649,-0.49754,-102.80222,-1.26029,199.55992,-144.60233,Beach,0.30303,-0.35328,9.61469,0.07367,True,446.08135
1196,98.79467,0.77386,-99.80533,-1.23827,198.85211,-136.62293,Horses,0.18370,0.18949,12.31719,1.46523,True,444.07069
1197,99.92252,-0.17827,-99.43519,-1.29121,199.99388,-148.11001,Beach,1.39713,-0.72290,11.85671,1.07690,True,449.89499
